42.06494,-84.23813, Point 568
42.06493,-84.23815, Point 569
42.06493,-84.23817, Point 570
42.06493,-84.2382, Point 571
42.06493,-84.23822, Point 572
42.06493,-84.23825, Point 573
42.06493,-84.23828, Point 574
42.06492,-84.23831, Point 575
42.06492,-84.23834, Point 576
42.06491,-84.23836, Point 577
42.0649,-84.23837, Point 578
42.06489,-84.23839, Point 579
42.06488,-84.2384, Point 580
42.06488,-84.23841, Point 581
42.06487,-84.23842, Point 582
42.06486,-84.23843, Point 583
42.06485,-84.23844, Point 584
42.06483,-84.23846, Point 585
42.06482,-84.23847, Point 586
42.0648,-84.23848, Point 587
42.06479,-84.23849, Point 588
42.06478,-84.2385, Point 589
42.06477,-84.23851, Point 590
42.06476,-84.23852, Point 591
42.06474,-84.23853, Point 592
42.06473,-84.23853, Point 593
42.06471,-84.23854, Point 594
42.0647,-84.23855, Point 595
42.06469,-84.23856, Point 596
42.06467,-84.23857, Point 597
42.06466,-84.23858, Point 598
42.06464,-84.23858, Point 599
42.06462,-84.23859, Point 601
42.0646,-84.23859, Point 602
42.06458,-84.2386, Point 603
42.06457,-84.2386, Point 604
42.06455,-84.23859, Point 605
42.06453,-84.23858, Point 606
42.06452,-84.23857, Point 607
42.06451,-84.23855, Point 608
42.0645,-84.23854, Point 609
42.06449,-84.23852, Point 610
42.06449,-84.2385, Point 611
42.06449,-84.23847, Point 612
42.06449,-84.23845, Point 613
42.06448,-84.23842, Point 614
42.06449,-84.23839, Point 616
42.06449,-84.23836, Point 617
42.06449,-84.23832, Point 618
42.06449,-84.2383, Point 619
42.0645,-84.23827, Point 620
42.0645,-84.23825, Point 622
42.06449,-84.23824, Point 623
42.06448,-84.23823, Point 624
42.06446,-84.23823, Point 625
42.06445,-84.23822, Point 626
42.06443,-84.23821, Point 627
42.06442,-84.2382, Point 629
42.06441,-84.2382, Point 630
42.06439,-84.23819, Point 631
42.06438,-84.23819, Point 632
42.06437,-84.2382, Point 633
42.06435,-84.2382, Point 634
42.06434,-84.2382, Point 635
42.06432,-84.23821, Point 636
